,REG,EDULEV,CLETAS,C59AB,C59,C73,SG11,COND3,COND10,COEFF
29337,9,2,15,   ,   ,   ,2,3,10,5803
29348,11,3,13,002,002,008,1,1,1,5990
29353,9,6,11,002,002,008,1,1,1,11120
29354,9,6,10,011,002,008,2,1,1,11120
29355,9,3,5,   ,   ,   ,2,3,8,11120
29356,9,3,5,   ,   ,   ,2,3,8,11120
29392,9,5,13,   ,   ,   ,2,3,8,8903
29393,9,6,7,009,002,010,2,1,1,8903
29394,9,6,6,   ,   ,   ,2,3,8,8903
29395,9,5,15,   ,   ,   ,1,3,10,8903
29396,10,5,9,005,002,008,2,1,1,2994
29397,10,5,8,002,002,008,1,1,1,2994
29398,10, ,3,   ,   ,   ,2,3,9,2994
29399,10, ,2,   ,   ,   ,1,3,9,2994
29406,11,3,10,   ,   ,   ,1,3,8,1853
29407,11,4,10,002,002,008,2,1,1,1853
29408,11,3,5,   ,   ,   ,1,3,8,1853
29409,11, ,4,   ,   ,   ,1,3,9,1853
29410,11, ,3,   ,   ,   ,1,3,9,1853
29411,11,1,15,   ,   ,   ,2,3,10,1853
29412,10,3,12,010,   ,008,1,1,1,2594
29413,10,5,12,002,002,008,2,1,1,2594
29414,10, ,4,   ,   ,   ,1,3,9,2594
29416,12,1,17,   ,   ,   ,2,3,10,5684
29417,9,6,10,005,002,010,1,1,1,13677
29418,9,6,10,   ,   ,   ,2,3,6,13677
29419,9, ,3,   ,   ,   ,1,3,9,13677
29426,11,2,17,   ,   ,   ,1,3,10,2696
29427,11,2,16,   ,   ,   ,2,3,10,2696
29441,11,6,13,010,   ,009,1,1,1,2330
29442,11,4,12,010,   ,006,2,1,1,2330
29454,12,4,12,005,002,010,1,1,1,13145
29455,12,5,12,002,002,010,2,1,1,13145
29456,12,5,6,   ,   ,   ,2,3,8,13145
29466,11,6,17,   ,   ,   ,2,3,10,2213
29487,12,3,7,002,002,003,1,1,1,30197
29580,12,4,10,011,002,008,2,1,1,14911
29581,12,4,12,011,002,009,1,1,1,14911
29582,12, ,4,   ,   ,   ,2,3,9,14911
29607,11,5,13,004,   ,005,1,1,1,3210
29608,11,6,12,004,   ,009,2,1,1,3210
29609,11,5,6,   ,   ,   ,1,3,8,3210
29641,9,3,14,   ,   ,   ,1,3,8,7435
29642,9,4,12,   ,   ,   ,2,3,8,7435
29643,9,5,6,   ,   ,   ,2,3,8,7435
29644,9, ,4,   ,   ,   ,1,3,9,7435
29664,10,5,11,011,002,006,1,1,1,2621
29665,10,3,10,010,   ,009,2,1,1,2621
29676,11,3,10,010,   ,006,1,1,1,4790
29677,11,3,9,002,002,007,2,1,1,4790
29678,11,3,5,   ,   ,   ,1,3,8,4790
29679,11, ,3,   ,   ,   ,2,3,9,4790
29682,9,6,14,005,002,001,2,1,1,7559
29687,9,2,16,   ,   ,   ,2,3,10,4193
29688,9,2,17,   ,   ,   ,1,3,10,4193
29692,9,4,12,   ,   ,   ,2,3,8,14842
29693,9,1,8,   ,   ,   ,1,3,8,14842
29694,9,3,6,   ,   ,   ,2,2,4,14842
29717,12,2,17,   ,   ,   ,1,3,10,3245
29718,12,2,17,   ,   ,   ,2,3,10,3245
29744,10,3,16,   ,   ,   ,1,3,10,2942
29745,10,2,16,   ,   ,   ,2,3,10,2942
29746,10,2,17,   ,   ,   ,1,3,10,2942
29747,10,3,8,002,002,997,1,1,1,2942
29748,10,5,8,002,002,997,2,1,1,2942
29755,10,3,17,   ,   ,   ,1,3,10,2050
29756,10,5,17,   ,   ,   ,2,3,10,2050
29775,9,3,11,   ,   ,   ,2,3,7,32339
29776,9,5,17,   ,   ,   ,1,3,10,4621
29777,9,5,17,   ,   ,   ,2,3,10,4621
29837,11,5,13,002,002,008,2,1,1,2501
29838,11,5,6,   ,   ,   ,2,2,2,2501
29839,12,6,16,   ,   ,   ,1,3,10,8015
29840,12,5,15,   ,   ,   ,2,3,10,8015
29858,10,6,10,   ,   ,   ,2,3,5,4700
29861,12,3,14,   ,   ,   ,1,3,8,10537
29862,12,3,14,   ,   ,   ,2,3,8,10537
29900,12,3,7,004,002,007,1,1,1,29467
29901,12,3,8,005,002,006,2,1,1,29467
29902,12, ,3,   ,   ,   ,1,3,9,29467
29912,11,5,9,   ,   ,   ,2,3,8,3405
29913,11, ,1,   ,   ,   ,1,3,9,3405
29948,12,3,12,011,002,008,1,1,1,6100
29949,12,6,7,   ,   ,   ,2,3,7,6100
29950,12, ,4,   ,   ,   ,1,3,9,6100
29981,9,5,10,002,002,008,2,1,1,13605
29982,9,5,10,002,002,009,1,1,1,13605
29984,10,3,12,005,002,008,2,1,1,3316
29994,12,5,11,   ,   ,   ,1,2,3,14692
29995,12,5,10,   ,   ,   ,2,3,8,14692
29996,12, ,1,   ,   ,   ,1,3,9,14692
30004,9,5,10,005,002,008,1,1,1,7488
30005,9,5,11,002,002,009,2,1,1,7488
30006,9,5,6,   ,   ,   ,1,3,8,7488
30007,9,3,5,   ,   ,   ,1,3,8,7488
30024,9,6,10,   ,   ,   ,2,2,2,13583
30045,9,2,15,010,   ,007,1,1,1,8616
30046,9,3,14,   ,   ,   ,2,3,8,8616
30083,12,6,8,010,   ,007,2,1,1,29779
30098,12,2,17,   ,   ,   ,2,3,10,10398
30100,9,1,13,011,   ,007,2,1,1,4888
30101,9,1,13,   ,   ,   ,1,3,8,4888
30102,9,3,9,004,002,008,1,1,1,4888
30103,9,3,8,004,002,008,2,1,1,4888
30104,9, ,3,   ,   ,   ,1,3,9,4888
30105,9,3,5,   ,   ,   ,2,3,8,4888
30106,9, ,2,   ,   ,   ,1,3,9,4888
30107,9, ,4,   ,   ,   ,1,3,9,4888
30108,9,3,9,004,002,007,2,1,1,4888
30111,12,2,16,   ,   ,   ,1,3,10,7491
30112,12,2,15,   ,   ,   ,2,3,10,7491
30135,9,6,11,003,002,009,1,1,1,13389
30136,9,6,10,002,002,008,2,1,1,13389
30137,9, ,4,   ,   ,   ,2,3,9,13389
30138,9, ,3,   ,   ,   ,1,3,9,13389
30180,9,5,12,011,002,010,2,1,1,12654
30184,10,5,16,   ,   ,   ,1,3,10,2803
30185,10,6,16,   ,   ,   ,2,3,10,2803
30190,12,2,17,   ,   ,   ,2,3,10,8640
30209,10,6,12,005,002,008,2,1,1,2591
30210,10,5,11,004,002,007,1,1,1,2591
30211,10, ,3,   ,   ,   ,2,3,9,2591
30212,10, ,2,   ,   ,   ,1,3,9,2591
30213,11,4,14,011,002,007,1,1,1,3042
30214,11,6,11,011,002,008,2,1,1,3042
30215,11, ,4,   ,   ,   ,1,3,9,3042
30216,11, ,4,   ,   ,   ,2,3,9,3042
30223,12,3,15,   ,   ,   ,1,3,10,9595
30224,12,3,13,   ,   ,   ,2,3,7,9595
30225,12,6,7,   ,   ,   ,1,3,8,9595
30252,11,4,11,002,002,008,1,1,1,2626
30253,11,3,11,   ,   ,   ,2,3,8,2626
30254,11,4,8,002,002,008,1,1,1,2626
30255,11,3,7,   ,   ,   ,2,3,8,2626
30256,11, ,2,   ,   ,   ,2,3,9,2626
30257,11, ,1,   ,   ,   ,2,3,9,2626
30260,10,3,13,011,002,006,1,1,1,2952
30261,10,2,5,   ,   ,   ,2,3,7,2952
30262,10, ,1,   ,   ,   ,1,3,9,2952
30267,9,6,12,005,002,008,1,1,1,6375
30268,9,5,10,002,002,007,2,1,1,6375
30286,9,4,12,005,002,007,2,1,1,6746
30292,9,2,17,   ,   ,   ,1,3,10,12562
30293,9,2,16,   ,   ,   ,2,3,10,12562
30294,12,1,17,   ,   ,   ,1,3,10,12483
30299,12,5,12,005,002,010,2,1,1,30085
30320,12,6,15,   ,   ,   ,1,3,10,6593
30321,12,2,17,   ,   ,   ,2,3,10,6593
30332,12,5,16,   ,   ,   ,1,3,10,6643
30333,12,3,15,   ,   ,   ,2,3,10,6643
30339,11,1,17,   ,   ,   ,2,3,10,5278
30355,11,3,17,   ,   ,   ,2,3,10,2781
30356,11,3,17,   ,   ,   ,1,3,10,2781
30357,10,5,17,   ,   ,   ,2,3,10,2493
30413,12,6,13,009,002,008,1,1,1,31027
30414,12,6,13,   ,   ,   ,2,3,8,31027
30415,12,6,7,001,002,007,1,1,1,31027
30416,12,6,7,   ,   ,   ,2,3,8,31027
30428,11,4,9,010,   ,007,2,1,1,4981
30429,11, ,4,   ,   ,   ,1,3,9,4981
30430,11, ,4,   ,   ,   ,2,3,9,4981
30431,12,2,17,   ,   ,   ,2,3,10,5645
30432,10,4,14,   ,   ,   ,1,3,8,2151
30433,10,5,14,002,002,997,2,1,1,2151
30434,10,6,8,   ,   ,   ,1,3,8,2151
30435,10,5,7,   ,   ,   ,2,2,4,2151
30463,11,2,15,   ,   ,   ,1,3,10,2570
30464,11,2,14,   ,   ,   ,2,3,5,2570
30479,9,2,17,   ,   ,   ,2,3,10,7875
30513,11,5,13,   ,   ,   ,2,3,8,2212
30514,11,5,8,003,002,006,2,1,1,2212
30520,12,3,16,   ,   ,   ,1,3,10,8070
30521,12,3,14,996,002,010,2,1,1,8070
30522,12,5,8,   ,   ,   ,1,2,2,8070
30525,10,5,17,   ,   ,   ,2,3,10,3126
30527,11,2,17,   ,   ,   ,1,3,10,2285
30528,11,5,17,   ,   ,   ,2,3,10,2285
30529,11,5,11,   ,   ,   ,1,2,2,2285
30530,11,6,11,005,002,009,2,1,1,2285
30531,11, ,1,   ,   ,   ,1,3,9,2285
30532,11,5,12,003,002,007,1,1,1,2285
30533,9,6,12,005,002,009,1,1,1,11627
30534,9,6,11,002,002,009,2,1,1,11627
30535,9,5,6,   ,   ,   ,2,3,8,11627
30536,9,5,6,   ,   ,   ,2,3,8,11627
30537,9,3,5,   ,   ,   ,1,3,8,11627
30558,9,6,13,   ,   ,   ,1,3,8,7034
30559,9,6,13,   ,   ,   ,2,3,8,7034
30560,9, ,4,   ,   ,   ,1,3,9,7034
30601,10,2,17,   ,   ,   ,1,3,10,1661
30602,10,3,17,   ,   ,   ,2,3,10,1661
30634,10,5,13,005,002,010,1,1,1,2835
30638,9,2,17,   ,   ,   ,2,3,10,8547
30645,10,4,12,010,   ,007,1,1,1,4008
30646,10,5,11,004,002,008,2,1,1,4008
30647,10,5,6,004,002,008,1,1,1,4008
30650,11,5,7,007,002,006,1,1,1,8387
30654,12,6,11,002,   ,006,2,1,1,27889
30662,10,2,17,   ,   ,   ,2,3,10,2172
30685,12,5,17,   ,   ,   ,1,3,10,6746
30691,9,3,11,011,002,007,1,1,1,6428
30692,9,3,12,011,002,007,2,1,1,6428
30701,11,1,13,003,002,002,1,1,1,4629
30702,11,3,11,   ,   ,   ,2,3,8,4629
30703,11,6,6,   ,   ,   ,2,3,7,4629
30704,11,5,6,   ,   ,   ,2,3,8,4629
30705,11, ,4,   ,   ,   ,2,3,9,4629
30731,12,5,15,011,002,006,1,1,1,7257
30732,12,5,14,   ,   ,   ,2,3,8,7257
30733,12,3,10,   ,   ,   ,1,3,8,7257
30746,12,3,14,003,002,006,2,1,1,7509
30747,12,5,9,   ,   ,   ,2,3,6,7509
30748,12, ,3,   ,   ,   ,1,3,9,7509
30759,12,5,10,011,002,004,1,1,1,31726
30760,12,6,10,   ,   ,   ,2,3,8,31726
30761,12, ,3,   ,   ,   ,1,3,9,31726
30762,12, ,2,   ,   ,   ,1,3,9,31726
30781,9,5,17,   ,   ,   ,1,3,10,5245
30782,9,2,17,   ,   ,   ,2,3,10,5245
30791,10,5,10,006,002,010,2,1,1,4968
30792,10,5,13,006,002,010,1,1,1,4968
30793,10,5,6,006,002,010,1,1,1,4968
30797,11,2,17,   ,   ,   ,1,3,10,4393
30798,11,2,17,   ,   ,   ,2,3,10,4393
30823,9,4,11,002,002,006,2,1,1,9957
30824,9,5,7,002,002,006,2,1,1,9957
30825,12,2,17,   ,   ,   ,1,3,10,8081
30833,11,1,17,   ,   ,   ,1,3,10,4387
30851,12,3,16,   ,   ,   ,1,3,10,7690
30858,12,3,11,010,   ,008,1,1,1,19838
30859,12,3,11,010,   ,008,2,1,1,19838
30889,12,5,14,010,   ,008,1,1,1,6556
30890,12,5,13,005,002,008,2,1,1,6556
30891,12,6,8,   ,   ,   ,2,2,4,6556
30892,12, ,1,   ,   ,   ,2,3,9,6556
30930,10,5,13,003,002,008,2,1,1,2814
30975,11,6,14,996,002,008,1,1,1,6777
30976,11,6,13,005,002,008,2,1,1,6777
30977,11,6,9,   ,   ,   ,1,3,7,6777
30978,11,6,7,   ,   ,   ,2,2,3,6777
30979,12,3,15,   ,   ,   ,2,3,10,21811
30988,9,2,17,   ,   ,   ,2,3,10,12480
31009,12,4,15,   ,   ,   ,2,3,10,26475
31010,12,5,10,   ,   ,   ,2,3,5,26475
31011,12,3,10,   ,   ,   ,1,3,5,26475
31012,12, ,3,   ,   ,   ,2,3,9,26475
31013,12, ,2,   ,   ,   ,1,3,9,26475
31014,10,6,16,010,   ,009,1,1,1,2543
31015,10,3,15,   ,   ,   ,2,3,10,2543
31016,10,6,8,010,   ,006,2,1,1,2543
31030,10,4,14,004,002,007,1,1,1,3183
31031,10,5,13,004,   ,006,2,1,1,3183
31061,10,3,14,007,002,010,1,1,1,4250
31062,10,3,13,   ,   ,   ,2,3,7,4250
31063,10,5,9,002,002,010,1,1,1,4250
31073,11,3,6,004,002,008,1,1,1,6409
31119,11,3,16,   ,   ,   ,1,3,10,2504
31120,11,3,15,   ,   ,   ,2,3,10,2504
31121,11,5,8,002,002,008,2,1,1,2504
31142,11,2,17,   ,   ,   ,2,3,10,3747
31156,12,5,12,003,002,009,1,1,1,10257
31157,12,5,12,   ,   ,   ,2,3,8,10257
31158,12,5,6,   ,   ,   ,1,3,8,10257
31210,10,5,11,   ,   ,   ,1,2,3,3526
31211,10,5,10,004,   ,010,2,1,1,3526
31212,10,2,15,   ,   ,   ,1,3,10,3526
31213,10,5,6,004,002,008,2,1,1,3526
31214,10, ,4,   ,   ,   ,1,3,9,3526
31215,10,3,14,   ,   ,   ,1,3,8,3418
31216,10,3,13,   ,   ,   ,2,3,8,3418
31217,10,1,17,   ,   ,   ,1,3,10,1592
31218,10,1,17,   ,   ,   ,2,3,10,1592
31219,10,3,12,   ,   ,   ,2,3,6,1592
31231,11,5,14,002,002,010,1,1,1,2327
31232,11,6,12,   ,   ,   ,2,3,8,2327
31233,11,5,6,   ,   ,   ,2,3,8,2327
31246,9,3,13,009,002,008,2,1,1,3925
31247,9,3,13,005,002,009,1,1,1,3925
31248,9, ,4,   ,   ,   ,1,3,9,3925
31249,11,2,17,   ,   ,   ,1,3,10,5696
31250,11,3,10,002,002,008,2,1,1,5696
31263,11,2,13,   ,   ,   ,1,3,5,2317
31264,11,2,12,   ,   ,   ,2,3,5,2317
31312,9,1,14,   ,   ,   ,1,3,8,15287
31313,9,3,9,004,002,006,2,1,1,15287
31314,9,3,9,009,002,007,2,1,1,15287
31315,9, ,4,   ,   ,   ,2,3,9,15287
31316,9, ,4,   ,   ,   ,2,3,9,15287
31317,9, ,2,   ,   ,   ,1,3,9,15287
31328,9,4,15,   ,   ,   ,1,3,10,4277
31329,9,3,14,010,   ,009,2,1,1,4277
31347,11,5,13,   ,   ,   ,2,2,2,5864
31348,11,6,8,   ,   ,   ,1,3,6,5864
31349,10,5,10,002,002,007,1,1,1,5104
31371,10,2,17,   ,   ,   ,1,3,10,1531
31372,10,2,17,   ,   ,   ,2,3,10,1531
31375,9,3,17,   ,   ,   ,1,3,10,14737
31376,11,5,15,   ,   ,   ,1,3,10,4049
31377,11,6,14,005,002,008,2,1,1,4049
31384,9,4,14,   ,   ,   ,1,3,8,8753
31399,11,4,10,003,002,008,1,1,1,3900
31400,11,5,10,002,002,010,2,1,1,3900
31401,11, ,3,   ,   ,   ,1,3,9,3900
31409,10,6,17,   ,   ,   ,1,3,10,2178
31410,10,6,15,   ,   ,   ,2,3,10,2178
31414,11,5,12,   ,   ,   ,2,3,8,4790
31415,11,5,7,004,   ,008,1,1,1,4790
31416,11,6,6,   ,   ,   ,2,2,3,4790
31424,11,3,9,002,002,008,1,1,1,11594
31425,11,3,7,002,002,008,2,1,1,11594
31426,11, ,2,   ,   ,   ,2,3,9,11594
31436,12,5,17,   ,   ,   ,1,3,10,6079
31462,9,5,17,   ,   ,   ,1,3,10,5247
31463,9,2,17,   ,   ,   ,2,3,10,5247
31464,10,6,9,005,002,010,1,1,1,5064
31465,10,6,9,   ,   ,   ,2,3,8,5064
31466,10, ,3,   ,   ,   ,1,3,9,5064
31467,11,6,15,   ,   ,   ,2,3,10,5888
31468,11,5,14,   ,   ,   ,1,3,8,5888
31478,9,3,17,   ,   ,   ,2,3,10,16804
31489,11,3,16,   ,   ,   ,1,3,10,3277
31490,11,2,16,   ,   ,   ,2,3,10,3277
31491,11,3,10,004,   ,007,1,1,1,3277
31508,11,3,16,   ,   ,   ,2,3,10,3697
31518,12,3,13,003,002,009,1,1,1,12676
31519,12,5,11,002,002,008,2,1,1,12676
31520,12,6,7,003,002,007,2,1,1,12676
31521,12,5,6,   ,   ,   ,1,3,8,12676
31522,12,5,6,   ,   ,   ,2,3,8,12676
31523,11,3,15,   ,   ,   ,1,3,10,2042
31524,11,3,15,   ,   ,   ,2,3,10,2042
31525,9,5,8,004,   ,008,1,1,1,12135
31526,9,5,8,011,002,007,2,1,1,12135
31529,10,4,14,   ,   ,   ,1,3,8,2272
31530,10,2,13,   ,   ,   ,2,3,8,2272
31531,10,5,7,   ,   ,   ,2,2,3,2272
31532,10,5,7,011,002,010,2,1,1,2272
31533,10,2,17,   ,   ,   ,1,3,10,2272
31547,12,6,17,   ,   ,   ,1,3,10,21824
31548,10,5,16,   ,   ,   ,1,3,10,3167
31549,10,5,13,011,002,005,2,1,1,3167
31550,10,5,7,011,002,004,1,1,1,3167
31551,11,3,11,011,002,005,2,1,1,3155
31552,11,3,13,011,002,000,1,1,1,3155
31553,11, ,4,   ,   ,   ,2,3,9,3155
31554,11, ,3,   ,   ,   ,1,3,9,3155
31570,12,5,11,005,002,009,1,1,1,7214
31571,12,3,16,   ,   ,   ,2,3,10,7214
31588,9,5,12,010,   ,008,1,1,1,10564
31592,11,2,17,   ,   ,   ,1,3,10,2517
31593,11,3,15,   ,   ,   ,1,3,10,1827
31633,11,3,12,002,002,008,1,1,1,3653
31634,11,4,11,005,002,010,2,1,1,3653
31635,11, ,4,   ,   ,   ,2,3,9,3653
31641,11,5,12,   ,   ,   ,2,3,8,3635
31642,11,5,5,   ,   ,   ,2,3,8,3635
31643,11, ,4,   ,   ,   ,1,3,9,3635
31644,11,5,14,   ,   ,   ,1,3,8,3729
31645,11,5,14,004,002,008,2,1,1,3729
31656,11,5,9,010,   ,007,2,1,1,6060
31657,11,5,9,002,002,009,1,1,1,6060
31726,12,5,14,   ,   ,   ,2,3,8,33580
31727,12,5,8,   ,   ,   ,1,2,3,33580
31747,12,5,14,003,002,008,1,1,1,32229
31748,12,6,13,996,002,008,2,1,1,32229
31749,12,6,7,005,002,008,1,1,1,32229
31750,12,5,7,   ,   ,   ,2,3,8,32229
31763,9,1,17,   ,   ,   ,1,3,10,17801
31764,9,1,14,   ,   ,   ,2,3,8,17801
31765,9,3,9,   ,   ,   ,1,3,7,17801
31766,9,3,8,   ,   ,   ,1,2,2,17801
31771,9,3,15,   ,   ,   ,2,3,10,10173
31772,9,5,15,   ,   ,   ,1,3,10,10173
31797,11,2,17,   ,   ,   ,2,3,10,3989
31813,10,3,12,002,002,010,1,1,1,2815
31815,9,2,17,   ,   ,   ,2,3,10,7834
31820,9,5,11,003,002,008,1,1,1,6932
31821,9,3,11,   ,   ,   ,2,3,7,6932
31822,9,3,5,   ,   ,   ,1,3,8,6932
31840,9,5,15,   ,   ,   ,1,3,10,17393
31847,10,6,11,005,002,005,1,1,1,3958
31848,10,6,11,010,   ,009,2,1,1,3958
31849,10, ,4,   ,   ,   ,2,3,9,3958
31850,10, ,3,   ,   ,   ,1,3,9,3958
31874,11,6,8,004,   ,008,1,1,1,4039
31875,11,6,7,005,002,009,2,1,1,4039
31878,11,2,17,   ,   ,   ,1,3,10,1924
31879,11,2,17,   ,   ,   ,2,3,10,1924
31914,9,3,16,   ,   ,   ,2,3,10,18425
31923,11,6,11,004,   ,008,1,1,1,3036
31924,11,6,11,   ,   ,   ,2,3,5,3036
31925,11, ,3,   ,   ,   ,1,3,9,3036
31926,11, ,3,   ,   ,   ,1,3,9,3036
31927,11, ,2,   ,   ,   ,2,3,9,3036
31931,12,5,16,   ,   ,   ,1,3,10,7920
31944,9,5,14,005,002,010,1,1,1,5347
31945,9,4,12,   ,   ,   ,2,3,8,5347
31946,9,5,6,   ,   ,   ,2,3,8,5347
31947,9,3,5,   ,   ,   ,1,3,8,5347
31964,9,5,15,007,002,006,2,1,1,14375
31965,10,2,17,   ,   ,   ,1,3,10,1322
31966,10,2,17,   ,   ,   ,2,3,10,1322
31983,9,5,10,   ,   ,   ,2,2,2,15293
31984,9,3,10,010,   ,008,1,1,1,15293
31985,9, ,4,   ,   ,   ,1,3,9,15293
31992,11,5,8,001,002,006,1,1,1,2713
31993,11,5,7,   ,   ,   ,2,3,6,2713
31994,11, ,1,   ,   ,   ,2,3,9,2713
32002,12,3,12,009,002,008,1,1,1,4205
32013,9,2,17,   ,   ,   ,2,3,10,7471
32014,9,5,13,   ,   ,   ,1,3,7,7471
32015,10,4,8,009,002,008,1,1,1,3070
32016,10,4,8,   ,   ,   ,2,2,2,3070
32017,10, ,4,   ,   ,   ,2,3,9,3070
32018,10, ,1,   ,   ,   ,1,3,9,3070
32020,12,2,17,   ,   ,   ,2,3,10,8006
32021,9,4,9,004,002,007,1,1,1,16428
32036,10,5,11,007,002,005,2,1,1,4907
32067,11,3,7,005,002,007,1,1,1,8665
32068,11,3,7,   ,   ,   ,1,2,4,8665
32069,10,3,14,   ,   ,   ,2,3,7,2377
32090,10,2,17,   ,   ,   ,2,3,10,1926
32099,12,6,11,002,002,008,2,1,1,25032
32102,12,5,13,010,   ,008,1,1,1,8145
32103,12,5,13,   ,   ,   ,2,2,4,8145
32128,11,3,17,   ,   ,   ,1,3,10,3217
32129,11,2,15,   ,   ,   ,2,3,10,3217
32139,12,3,11,010,   ,004,1,1,1,5797
32140,12,3,10,004,002,006,2,1,1,5797
32141,12,5,5,   ,   ,   ,1,2,4,5797
32142,12,5,6,   ,   ,   ,2,3,8,5797
32149,9,1,17,   ,   ,   ,2,3,10,6584
32150,9,6,8,005,002,006,1,1,1,24480
32151,11,3,17,   ,   ,   ,1,3,10,4082
32152,11,2,17,   ,   ,   ,2,3,10,4082
32153,12,3,10,   ,   ,   ,1,3,5,18973
32154,12,3,10,011,002,008,2,1,1,18973
32172,11,5,17,010,   ,006,1,1,1,1874
32173,11,5,16,   ,   ,   ,2,3,10,1874
32174,11,5,12,010,   ,007,2,1,1,1874
32195,11,5,9,009,002,008,1,1,1,4897
32196,11,3,9,   ,   ,   ,2,3,8,4897
32197,11, ,2,   ,   ,   ,2,3,9,4897
32200,11,4,11,010,   ,007,1,1,1,5265
32201,11,5,10,011,002,008,2,1,1,5265
32202,11, ,3,   ,   ,   ,1,3,9,5265
32227,9,4,11,004,002,008,1,1,1,17996
32228,9,2,10,   ,   ,   ,2,3,7,17996
32229,9,3,6,   ,   ,   ,1,3,5,17996
32230,9,3,5,   ,   ,   ,1,3,8,17996
32231,12,6,10,005,002,010,2,1,1,13889
32232,12,6,10,005,002,010,1,1,1,13889
32233,12, ,2,   ,   ,   ,1,3,9,13889
32234,12, ,2,   ,   ,   ,1,3,9,13889
32262,12,3,14,   ,   ,   ,1,2,2,6869
32263,12,2,14,   ,   ,   ,2,3,8,6869
32268,12,3,14,005,002,009,1,1,1,9998
32269,12,4,13,   ,   ,   ,2,3,8,9998
32277,9,3,13,010,   ,004,1,1,1,9092
32278,9,3,13,004,   ,007,2,1,1,9092
32279,10,3,13,011,002,010,1,1,1,3809
32280,12,2,17,   ,   ,   ,1,3,10,4901
32281,12,3,14,   ,   ,   ,2,3,8,4901
32282,10,3,13,   ,   ,   ,1,3,8,3011
32283,10,3,13,   ,   ,   ,2,3,8,3011
32284,10,6,7,   ,   ,   ,2,2,3,3011
32302,12,3,17,   ,   ,   ,2,3,10,23283
32316,12,2,10,996,002,005,2,1,1,18032
32317,12,4,6,008,002,008,1,1,1,18032
32318,12,4,5,   ,   ,   ,1,3,8,18032
32319,12,3,5,   ,   ,   ,1,3,8,18032
32327,11,4,12,010,   ,007,2,1,1,10552
32328,11,3,13,010,   ,007,1,1,1,10552
32329,11,5,7,004,   ,008,1,1,1,10552
32330,11,5,6,011,002,007,1,1,1,10552
32342,9,5,8,002,002,007,1,1,1,21035
32345,12,3,15,   ,   ,   ,1,3,10,4892
32346,12,2,14,   ,   ,   ,2,3,8,4892
32354,10,3,17,   ,   ,   ,1,3,10,2316
32360,9,5,10,010,   ,007,1,1,1,10798
32361,10,6,17,   ,   ,   ,1,3,10,2425
32362,10,6,16,   ,   ,   ,2,3,10,2425
32364,12,3,15,004,   ,006,2,1,1,19084
32365,12,5,16,004,   ,997,1,1,1,19084
32369,12,3,13,006,002,008,1,1,1,16611
32370,12,5,13,004,002,007,2,1,1,16611
32371,12,5,8,006,002,008,1,1,1,16611
32372,12,5,8,005,002,008,1,1,1,16611
32373,12,5,7,002,002,006,2,1,1,16611
32374,11,2,17,   ,   ,   ,2,3,10,4784
32385,12,5,9,003,002,008,1,1,1,19698
32386,12,6,9,   ,   ,   ,2,3,8,19698
32387,12, ,3,   ,   ,   ,2,3,9,19698
32388,12, ,1,   ,   ,   ,1,3,9,19698
32394,10,5,17,   ,   ,   ,1,3,10,1947
32395,10,5,17,   ,   ,   ,2,3,10,1947
32404,9,5,10,005,002,009,1,1,1,13352
32405,9,5,9,   ,   ,   ,2,3,8,13352
32406,9, ,3,   ,   ,   ,1,3,9,13352
32410,11,3,14,   ,   ,   ,2,3,8,4995
32415,12,2,12,011,002,008,2,1,1,24298
32416,12,5,6,   ,   ,   ,1,2,4,24298
32432,11,5,10,005,002,010,1,1,1,7141
32433,12,2,17,   ,   ,   ,2,3,10,10849
32453,9,5,10,004,   ,007,1,1,1,48850
32454,9,5,10,002,002,009,2,1,1,48850
32455,9, ,3,   ,   ,   ,1,3,9,48850
32456,9, ,1,   ,   ,   ,1,3,9,48850
32457,12,3,13,   ,   ,   ,2,3,7,12001
32458,12,3,11,010,   ,006,1,1,1,37940
32470,10,3,15,   ,   ,   ,2,3,10,3227
32471,10,3,11,   ,   ,   ,2,3,8,3227
32486,9,2,16,   ,   ,   ,2,3,10,6553
32490,12,5,12,011,002,007,2,1,1,32788
32491,12,6,7,   ,   ,   ,1,2,4,32788
32495,12,3,10,004,002,006,1,1,1,16660
32496,11,4,11,001,002,007,1,1,1,1976
32497,11,3,10,002,002,007,2,1,1,1976
32498,11,3,5,   ,   ,   ,1,3,8,1976
32499,11, ,3,   ,   ,   ,1,3,9,1976
32500,11, ,2,   ,   ,   ,2,3,9,1976
32528,12,5,16,   ,   ,   ,1,3,10,7400
32529,12,5,15,   ,   ,   ,2,3,10,7400
32551,10,2,17,   ,   ,   ,1,3,10,2467
32552,10,3,11,   ,   ,   ,2,3,5,2467
32561,9,5,16,   ,   ,   ,2,3,10,10682
32562,9,4,8,009,002,009,2,1,1,10682
32576,9,2,17,   ,   ,   ,2,3,10,9050
32581,10,6,17,   ,   ,   ,1,3,10,2305
32590,9,6,6,   ,   ,   ,2,3,8,23090
32591,9,5,8,010,   ,009,1,1,1,23090
32592,11,5,10,010,   ,006,2,1,1,3936
32593,11, ,1,   ,   ,   ,1,3,9,3936
32621,10,5,17,   ,   ,   ,1,3,10,1941
32622,10,5,17,   ,   ,   ,2,3,10,1941
32633,12,3,16,   ,   ,   ,1,3,10,24187
32634,12,5,15,   ,   ,   ,2,3,10,24187
